error;error_variance;b;naive_beta0;naive_beta1;naive_beta2;naive_beta3;naive_log_sigma;naive_rhat_beta0;naive_rhat_beta1;naive_rhat_beta2;naive_rhat_beta3;naive_rhat_log_sigma;corrected_beta0;corrected_beta1;corrected_beta2;corrected_beta3;corrected_log_sigma;corrected_rhat_beta0;corrected_rhat_beta1;corrected_rhat_beta2;corrected_rhat_beta3;corrected_rhat_log_sigma
lognormal;1.0;2;7.685985088348389;0.006315534934401512;-0.05400637909770012;-1.1975427696597762e-05;0.6173083186149597;1.0027670860290527;1.0032687187194824;1.0004764795303345;0.9997785091400146;0.9996475577354431;9.108351707458496;7.362556061707437e-05;-0.09285861253738403;-0.0004949888098053634;1.1821653842926025;1.0146160125732422;1.0033621788024902;1.0059149265289307;1.0231107473373413;1.0043259859085083
