error;error_variance;b;naive_beta0;naive_beta1;naive_beta2;naive_beta3;naive_log_sigma;naive_rhat_beta0;naive_rhat_beta1;naive_rhat_beta2;naive_rhat_beta3;naive_rhat_log_sigma;corrected_beta0;corrected_beta1;corrected_beta2;corrected_beta3;corrected_log_sigma;corrected_rhat_beta0;corrected_rhat_beta1;corrected_rhat_beta2;corrected_rhat_beta3;corrected_rhat_log_sigma
lognormal;1.0;0;7.75925350189209;0.0072334459982812405;-0.06255689263343811;-6.985737127251923e-05;0.6128939986228943;1.0006285905838013;1.000960111618042;1.0007511377334595;0.9996601343154907;1.0003324747085571;9.67903995513916;-0.0015738073270767927;-0.12687121331691742;-0.0006902444874867797;1.1473302841186523;1.0033799409866333;1.0008670091629028;1.002981424331665;1.0032968521118164;1.003294587135315
