error;error_variance;b;naive_beta0;naive_beta1;naive_beta2;naive_beta3;naive_log_sigma;naive_rhat_beta0;naive_rhat_beta1;naive_rhat_beta2;naive_rhat_beta3;naive_rhat_log_sigma;corrected_beta0;corrected_beta1;corrected_beta2;corrected_beta3;corrected_log_sigma;corrected_rhat_beta0;corrected_rhat_beta1;corrected_rhat_beta2;corrected_rhat_beta3;corrected_rhat_log_sigma
lognormal;1.0;4;7.8429412841796875;0.0047335075214505196;-0.05427943915128708;-3.3155920391436666e-05;0.6155757308006287;1.0002189874649048;0.9997953772544861;1.0019185543060303;0.9997003674507141;0.9999880790710449;9.036394119262695;0.0002636424615047872;-0.09275120496749878;-0.0004610779578797519;1.1880440711975098;1.0069202184677124;1.0011473894119263;1.002293586730957;1.012512445449829;1.0038539171218872
