error;error_variance;b;naive_beta0;naive_beta1;naive_beta2;naive_beta3;naive_log_sigma;naive_rhat_beta0;naive_rhat_beta1;naive_rhat_beta2;naive_rhat_beta3;naive_rhat_log_sigma;corrected_beta0;corrected_beta1;corrected_beta2;corrected_beta3;corrected_log_sigma;corrected_rhat_beta0;corrected_rhat_beta1;corrected_rhat_beta2;corrected_rhat_beta3;corrected_rhat_log_sigma
lognormal;1.0;1;7.600736141204834;0.006532018072903156;-0.04771440476179123;1.6942907677730545e-05;0.6173672676086426;1.0008602142333984;1.001366376876831;1.0002104043960571;1.000143051147461;0.9998640418052673;7.44547176361084;0.007328938692808151;-0.04484091326594353;6.836206739535555e-05;1.2148737907409668;1.0195494890213013;1.0037798881530762;1.006654977798462;1.034311294555664;1.0038537979125977
