error;error_variance;b;naive_beta0;naive_beta1;naive_beta2;naive_beta3;naive_log_sigma;naive_rhat_beta0;naive_rhat_beta1;naive_rhat_beta2;naive_rhat_beta3;naive_rhat_log_sigma;corrected_beta0;corrected_beta1;corrected_beta2;corrected_beta3;corrected_log_sigma;corrected_rhat_beta0;corrected_rhat_beta1;corrected_rhat_beta2;corrected_rhat_beta3;corrected_rhat_log_sigma
lognormal;1.0;3;7.90946102142334;0.004384594038128853;-0.05985305830836296;-4.8507026804145426e-05;0.6136192083358765;1.00119948387146;1.0005874633789062;1.0015512704849243;0.9996818900108337;1.001670479774475;9.375009536743164;-0.0012735072523355484;-0.10590683668851852;-0.0005682738265022635;1.175097942352295;0.999834418296814;0.9998133182525635;1.000187635421753;1.0002719163894653;0.9997239112854004
